,id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,geometry,latitude,longitude
54,us1000jh81,5.1,"71km WNW of Curup, Indonesia",1552775369690,1552776552040,420,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh81,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jh81.geojson,,,,,reviewed,1,400,us,1000jh81,",us1000jh81,",",us,",",geoserve,origin,phase-data,",,1.542,0.98,68.0,mww,earthquake,"M 5.1 - 71km WNW of Curup, Indonesia",POINT Z (101.9538 -3.1778 91.37),-3.1778,101.9538
55,pr2019075012,2.94,"27km S of La Romana, Dominican Republic",1552775276190,1552780949040,-300,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019075012,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019075012.geojson,,,,,reviewed,0,133,pr,2019075012,",pr2019075012,us1000jh91,",",pr,us,",",geoserve,origin,phase-data,",4.0,0.6915,0.27,235.0,md,earthquake,"M 2.9 - 27km S of La Romana, Dominican Republic",POINT Z (-68.973 18.1558 104),18.1558,-68.973
56,ci38271975,1.18,"11km N of Cabazon, CA",1552774906310,1552775123235,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271975,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271975.geojson,,,,,automatic,0,21,ci,38271975,",ci38271975,",",ci,",",geoserve,nearby-cities,origin,phase-data,",31.0,0.0405,0.2,73.0,ml,earthquake,"M 1.2 - 11km N of Cabazon, CA",POINT Z (-116.768 34.0116667 15.42),34.0116667,-116.768
57,nc73152966,2.74,"17km ESE of Navarro Head, CA",1552774820910,1552777563553,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152966,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152966.geojson,4.0,3.6,,,automatic,0,117,nc,73152966,",nc73152966,",",nc,",",dyfi,geoserve,nearby-cities,origin,phase-data,scitech-link,",14.0,0.2272,0.34,170.0,md,earthquake,"M 2.7 - 17km ESE of Navarro Head, CA",POINT Z (-123.5806656 39.1394997 -0.54),39.1394997,-123.5806656
58,ci38271967,1.17,"11km NNE of Cabazon, CA",1552774396010,1552774623122,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271967,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271967.geojson,,,,,automatic,0,21,ci,38271967,",ci38271967,",",ci,",",geoserve,nearby-cities,origin,phase-data,",35.0,0.05258,0.21,46.0,ml,earthquake,"M 1.2 - 11km NNE of Cabazon, CA",POINT Z (-116.7531667 34.0085 13.84),34.0085,-116.7531667
59,nc73152956,1.45,"6km NW of The Geysers, CA",1552773770290,1552776664469,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152956,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152956.geojson,,,,,automatic,0,32,nc,73152956,",nc73152956,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",31.0,0.004717,0.03,50.0,md,earthquake,"M 1.5 - 6km NW of The Geysers, CA",POINT Z (-122.8056641 38.8201675 2.91),38.8201675,-122.8056641
60,ci38271943,0.79,"16km N of Cabazon, CA",1552773325450,1552773549569,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271943,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271943.geojson,,,,,automatic,0,10,ci,38271943,",ci38271943,",",ci,",",geoserve,nearby-cities,origin,phase-data,",18.0,0.04431,0.22,135.0,ml,earthquake,"M 0.8 - 16km N of Cabazon, CA",POINT Z (-116.7646667 34.0613333 10.75),34.0613333,-116.7646667
61,ci38271935,0.68,"9km NE of Aguanga, CA",1552773286310,1552773502793,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271935,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271935.geojson,,,,,automatic,0,7,ci,38271935,",ci38271935,",",ci,",",geoserve,nearby-cities,origin,phase-data,",22.0,0.01171,0.14,45.0,ml,earthquake,"M 0.7 - 9km NE of Aguanga, CA",POINT Z (-116.7941667 33.5018333 3.77),33.5018333,-116.7941667
62,ak0193ge27b4,1.9,"63km ENE of Cantwell, Alaska",1552772552328,1552772739080,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ge27b4,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ge27b4.geojson,,,,,automatic,0,56,ak,0193ge27b4,",ak0193ge27b4,",",ak,",",geoserve,origin,",,,1.1,,ml,earthquake,"M 1.9 - 63km ENE of Cantwell, Alaska",POINT Z (-147.724 63.5404 0),63.5404,-147.724
63,hv70868357,1.88,"15km SE of Volcano, Hawaii",1552772530390,1552772872400,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv70868357,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv70868357.geojson,,,,,automatic,0,54,hv,70868357,",hv70868357,",",hv,",",geoserve,origin,phase-data,",45.0,0.04402,0.24,108.0,ml,earthquake,"M 1.9 - 15km SE of Volcano, Hawaii",POINT Z (-155.1433258 19.3279991 3.76),19.3279991,-155.1433258
64,ak0193ge0vq1,1.5,"10km SSE of Big Lake, Alaska",1552772175611,1552772367613,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193ge0vq1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193ge0vq1.geojson,,,,,automatic,0,35,ak,0193ge0vq1,",ak0193ge0vq1,",",ak,",",geoserve,origin,",,,0.56,,ml,earthquake,"M 1.5 - 10km SSE of Big Lake, Alaska",POINT Z (-149.8719 61.4404 34.5),61.4404,-149.8719
65,nc73152946,1.37,"6km NW of The Geysers, CA",1552771261670,1552773483152,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152946,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152946.geojson,,,,,automatic,0,29,nc,73152946,",nc73152946,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",27.0,0.007815,0.04,51.0,md,earthquake,"M 1.4 - 6km NW of The Geysers, CA",POINT Z (-122.805336 38.8165016 2.71),38.8165016,-122.805336
66,pr2019075011,2.11,"8km E of Adjuntas, Puerto Rico",1552769687700,1552780679660,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019075011,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019075011.geojson,,,,,reviewed,0,68,pr,2019075011,",pr2019075011,",",pr,",",geoserve,origin,phase-data,",6.0,0.1613,0.06,106.0,md,earthquake,"M 2.1 - 8km E of Adjuntas, Puerto Rico",POINT Z (-66.7235 18.1536 21),18.1536,-66.7235
67,us1000jh72,4.4,"160km WSW of Attu Station, Alaska",1552769221920,1552793095040,660,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh72,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jh72.geojson,,,,,reviewed,0,298,us,1000jh72,",us1000jh72,",",us,",",geoserve,origin,phase-data,",,7.731,0.58,215.0,mb,earthquake,"M 4.4 - 160km WSW of Attu Station, Alaska",POINT Z (171.2208 52.0446 10),52.0446,171.2208
68,ak0193gdgxk8,2.5,"5km NNW of Anchorage, Alaska",1552768988497,1552793479040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gdgxk8,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gdgxk8.geojson,,,,,automatic,0,96,ak,0193gdgxk8,",ak0193gdgxk8,us1000jh6p,",",ak,us,",",geoserve,origin,phase-data,",,,0.51,,ml,earthquake,"M 2.5 - 5km NNW of Anchorage, Alaska",POINT Z (-149.9413 61.2613 42.3),61.2613,-149.9413
69,nn00680086,1.2,"49km SSW of Goldfield, Nevada",1552768556837,1552788295701,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00680086,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00680086.geojson,,,,,reviewed,0,22,nn,00680086,",nn00680086,",",nn,",",geoserve,origin,phase-data,",10.0,0.145,0.0956,78.58,ml,earthquake,"M 1.2 - 49km SSW of Goldfield, Nevada",POINT Z (-117.4901 37.3081 5.5),37.3081,-117.4901
70,ak0193gdf3v0,2.2,"41km NNW of Anchor Point, Alaska",1552768501642,1552769115296,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gdf3v0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gdf3v0.geojson,,,,,automatic,0,74,ak,0193gdf3v0,",ak0193gdf3v0,",",ak,",",geoserve,origin,",,,0.35,,ml,earthquake,"M 2.2 - 41km NNW of Anchor Point, Alaska",POINT Z (-152.2202 60.0912 90.2),60.0912,-152.2202
71,hv70868247,2.13,"5km SW of Volcano, Hawaii",1552768254810,1552768596950,-600,https://earthquake.usgs.gov/earthquakes/eventpage/hv70868247,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv70868247.geojson,,,,,automatic,0,70,hv,70868247,",hv70868247,",",hv,",",geoserve,origin,phase-data,",26.0,0.009822,0.15,39.0,ml,earthquake,"M 2.1 - 5km SW of Volcano, Hawaii",POINT Z (-155.280838 19.4025002 0.2),19.4025002,-155.280838
72,ci38271887,2.37,"7km WSW of Hermosa Beach, CA",1552767931440,1552794834328,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271887,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271887.geojson,40.0,3.8,,,automatic,0,102,ci,38271887,",ci38271887,",",ci,",",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,",48.0,0.1179,0.26,77.0,ml,earthquake,"M 2.4 - 7km WSW of Hermosa Beach, CA",POINT Z (-118.4728333 33.8468333 12.11),33.8468333,-118.4728333
73,ci38271871,2.27,"4km NNW of Ocotillo Wells, CA",1552766997520,1552767664890,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271871,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271871.geojson,,,,,automatic,0,79,ci,38271871,",ci38271871,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",70.0,0.03333,0.21,32.0,ml,earthquake,"M 2.3 - 4km NNW of Ocotillo Wells, CA",POINT Z (-116.1415 33.1806667 9.74),33.1806667,-116.1415
74,nn00680083,1.1,"50km SSW of Goldfield, Nevada",1552766932952,1552788291352,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00680083,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00680083.geojson,,,,,reviewed,0,19,nn,00680083,",nn00680083,",",nn,",",geoserve,origin,phase-data,",8.0,0.145,0.1862,79.47,ml,earthquake,"M 1.1 - 50km SSW of Goldfield, Nevada",POINT Z (-117.4846 37.3007 11.2),37.3007,-117.4846
75,ak0193gcylbi,3.2,"66km S of Kobuk, Alaska",1552766271991,1552795622040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gcylbi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gcylbi.geojson,,,,,automatic,0,158,ak,0193gcylbi,",ak0193gcylbi,us1000jh5n,",",ak,us,",",geoserve,origin,phase-data,",,,0.81,,ml,earthquake,"M 3.2 - 66km S of Kobuk, Alaska",POINT Z (-156.9554 66.30759999999999 0.1),66.3076,-156.9554
76,ci38271839,0.68,"14km NNE of Inyokern, CA",1552766034540,1552766249159,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271839,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271839.geojson,,,,,automatic,0,7,ci,38271839,",ci38271839,",",ci,",",geoserve,nearby-cities,origin,phase-data,",10.0,0.04482,0.05,100.0,ml,earthquake,"M 0.7 - 14km NNE of Inyokern, CA",POINT Z (-117.7668304 35.7636681 6.99),35.7636681,-117.7668304
77,ak0193gcxmvo,2.0,"66km SSW of Kobuk, Alaska",1552765959695,1552766653019,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gcxmvo,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gcxmvo.geojson,,,,,automatic,0,62,ak,0193gcxmvo,",ak0193gcxmvo,",",ak,",",geoserve,origin,",,,0.67,,ml,earthquake,"M 2.0 - 66km SSW of Kobuk, Alaska",POINT Z (-157.2199 66.32210000000001 3.4),66.3221,-157.2199
78,ak0193gcw8ia,3.4,"68km SSW of Kobuk, Alaska",1552765612159,1552795104040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gcw8ia,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gcw8ia.geojson,,,,,automatic,0,178,ak,0193gcw8ia,",ak0193gcw8ia,us1000jh59,",",ak,us,",",geoserve,origin,phase-data,",,,0.7,,ml,earthquake,"M 3.4 - 68km SSW of Kobuk, Alaska",POINT Z (-157.2173 66.3073 0),66.3073,-157.2173
79,ci38271831,1.7,"22km NNW of Yucca Valley, CA",1552764918740,1552765130448,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271831,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271831.geojson,,,,,automatic,0,44,ci,38271831,",ci38271831,",",ci,",",geoserve,nearby-cities,origin,phase-data,",6.0,0.3411,0.25,192.0,ml,earthquake,"M 1.7 - 22km NNW of Yucca Valley, CA",POINT Z (-116.511 34.2976667 -0.01),34.2976667,-116.511
80,us1000jh51,4.7,Northern Mid-Atlantic Ridge,1552763983320,1552794448040,-120,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh51,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jh51.geojson,,,,,reviewed,0,340,us,1000jh51,",us1000jh51,",",us,",",geoserve,origin,phase-data,",,16.038,0.9,91.0,mb,earthquake,M 4.7 - Northern Mid-Atlantic Ridge,POINT Z (-29.5184 43.1573 10),43.1573,-29.5184
81,nc73152921,0.93,"3km NW of The Geysers, CA",1552763157780,1552769402756,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152921,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152921.geojson,,,,,automatic,0,13,nc,73152921,",nc73152921,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",21.0,0.008376,0.03,61.0,md,earthquake,"M 0.9 - 3km NW of The Geysers, CA",POINT Z (-122.7799988 38.7988319 3.17),38.7988319,-122.7799988
82,ci38271823,1.11,"10km WSW of Anza, CA",1552762794640,1552763015495,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271823,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271823.geojson,,,,,automatic,0,19,ci,38271823,",ci38271823,",",ci,",",geoserve,nearby-cities,origin,phase-data,",40.0,0.02411,0.15,33.0,ml,earthquake,"M 1.1 - 10km WSW of Anza, CA",POINT Z (-116.772 33.5078333 2.32),33.5078333,-116.772
83,ci38271815,1.03,"5km NNE of Banning, CA",1552762699720,1552762908173,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271815,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271815.geojson,,,,,automatic,0,16,ci,38271815,",ci38271815,",",ci,",",geoserve,nearby-cities,origin,phase-data,",27.0,0.07569,0.2,82.0,ml,earthquake,"M 1.0 - 5km NNE of Banning, CA",POINT Z (-116.8486667 33.9673333 18.93),33.9673333,-116.8486667
84,ak0193gc98lw,2.5,"56km W of Haines, Alaska",1552761562763,1552761753623,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gc98lw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gc98lw.geojson,,,,,automatic,0,96,ak,0193gc98lw,",ak0193gc98lw,",",ak,",",geoserve,origin,",,,0.77,,ml,earthquake,"M 2.5 - 56km W of Haines, Alaska",POINT Z (-136.421 59.2988 6.7),59.2988,-136.421
85,ci38271775,1.65,"1km SW of Orange, CA",1552760936300,1552761153192,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271775,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271775.geojson,,,,,automatic,0,42,ci,38271775,",ci38271775,",",ci,",",geoserve,nearby-cities,origin,phase-data,",25.0,0.09799,0.22,106.0,ml,earthquake,"M 1.7 - 1km SW of Orange, CA",POINT Z (-117.843 33.7958333 14.86),33.7958333,-117.843
86,ci38271767,1.46,"2km SW of Orange, CA",1552760885190,1552761106119,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271767,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271767.geojson,,,,,automatic,0,33,ci,38271767,",ci38271767,",",ci,",",geoserve,nearby-cities,origin,phase-data,",19.0,0.05869,0.17,107.0,ml,earthquake,"M 1.5 - 2km SW of Orange, CA",POINT Z (-117.8435 33.7908333 14.07),33.7908333,-117.8435
87,ci38271759,1.1,"21km ESE of Bodfish, CA",1552760701980,1552760909349,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271759,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271759.geojson,,,,,automatic,0,19,ci,38271759,",ci38271759,",",ci,",",geoserve,nearby-cities,origin,phase-data,",12.0,0.1327,0.19,111.0,ml,earthquake,"M 1.1 - 21km ESE of Bodfish, CA",POINT Z (-118.2925 35.4896667 2.39),35.4896667,-118.2925
88,ci38271751,1.07,"26km SSW of Ocotillo Wells, CA",1552760686540,1552760907214,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271751,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271751.geojson,,,,,automatic,0,18,ci,38271751,",ci38271751,",",ci,",",geoserve,nearby-cities,origin,phase-data,",19.0,0.1488,0.24,60.0,ml,earthquake,"M 1.1 - 26km SSW of Ocotillo Wells, CA",POINT Z (-116.2516667 32.9311667 10.23),32.9311667,-116.2516667
89,ak0193gc45lm,2.2,"46km ENE of Whittier, Alaska",1552760151289,1552760409248,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gc45lm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gc45lm.geojson,,,,,automatic,0,74,ak,0193gc45lm,",ak0193gc45lm,",",ak,",",geoserve,origin,",,,0.68,,ml,earthquake,"M 2.2 - 46km ENE of Whittier, Alaska",POINT Z (-147.8828 60.924 0),60.924,-147.8828
90,ci38271735,1.65,"5km ENE of North Tustin, CA",1552759850740,1552760075532,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271735,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271735.geojson,,,,,automatic,0,42,ci,38271735,",ci38271735,",",ci,",",geoserve,nearby-cities,origin,phase-data,",41.0,0.04928,0.2,83.0,ml,earthquake,"M 1.7 - 5km ENE of North Tustin, CA",POINT Z (-117.739 33.7815 13.69),33.7815,-117.739
91,ci38271719,1.13,"11km WSW of Anza, CA",1552759728940,1552759954261,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271719,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271719.geojson,,,,,automatic,0,20,ci,38271719,",ci38271719,",",ci,",",geoserve,nearby-cities,origin,phase-data,",44.0,0.02384,0.23,31.0,ml,earthquake,"M 1.1 - 11km WSW of Anza, CA",POINT Z (-116.7725 33.5071667 2.43),33.5071667,-116.7725
92,ci38271711,0.99,"21km ESE of Bodfish, CA",1552759584180,1552759800757,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271711,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271711.geojson,,,,,automatic,0,15,ci,38271711,",ci38271711,",",ci,",",geoserve,nearby-cities,origin,phase-data,",9.0,0.1369,0.16,140.0,ml,earthquake,"M 1.0 - 21km ESE of Bodfish, CA",POINT Z (-118.295 35.4833333 3.44),35.4833333,-118.295
93,us1000jh4d,5.1,"30km NW of Coquimbo, Chile",1552759575410,1552765666086,-300,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh4d,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jh4d.geojson,10.0,4.6,,,reviewed,0,405,us,1000jh4d,",us1000jh4d,",",us,",",dyfi,geoserve,moment-tensor,origin,phase-data,",,0.792,1.28,140.0,mb,earthquake,"M 5.1 - 30km NW of Coquimbo, Chile",POINT Z (-71.5882 -29.7724 53.35),-29.7724,-71.5882
94,ak0193gc1hqk,1.9,"6km N of Anchorage, Alaska",1552759388606,1552759595819,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gc1hqk,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gc1hqk.geojson,,,,,automatic,0,56,ak,0193gc1hqk,",ak0193gc1hqk,",",ak,",",geoserve,origin,",,,0.58,,ml,earthquake,"M 1.9 - 6km N of Anchorage, Alaska",POINT Z (-149.9184 61.2751 38.7),61.2751,-149.9184
95,ci38271703,0.92,"21km ESE of Bodfish, CA",1552759115720,1552759331092,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38271703,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38271703.geojson,,,,,automatic,0,13,ci,38271703,",ci38271703,",",ci,",",geoserve,nearby-cities,origin,phase-data,",9.0,0.1168,0.21,106.0,ml,earthquake,"M 0.9 - 21km ESE of Bodfish, CA",POINT Z (-118.2788333 35.5068333 8.01),35.5068333,-118.2788333
96,ak0193gbrpms,1.2,"74km SSW of Kobuk, Alaska",1552759065678,1552759816788,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak0193gbrpms,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0193gbrpms.geojson,,,,,automatic,0,22,ak,0193gbrpms,",ak0193gbrpms,",",ak,",",geoserve,origin,",,,1.04,,ml,earthquake,"M 1.2 - 74km SSW of Kobuk, Alaska",POINT Z (-157.4442 66.279 0),66.279,-157.4442
97,us1000jh45,4.9,"Off the coast of Aisen, Chile",1552758873460,1552763806040,-300,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh45,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jh45.geojson,,,,,reviewed,0,369,us,1000jh45,",us1000jh45,",",us,",",geoserve,moment-tensor,origin,phase-data,",,3.096,0.91,134.0,mwr,earthquake,"M 4.9 - Off the coast of Aisen, Chile",POINT Z (-76.6713 -45.6255 9.93),-45.6255,-76.6713
98,us1000jh46,2.9,"65km SSW of Kaktovik, Alaska",1552758330530,1552759756040,-540,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jh46,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jh46.geojson,,,,,reviewed,0,129,us,1000jh46,",us1000jh46,",",us,",",geoserve,origin,phase-data,",,1.545,0.39,195.0,ml,earthquake,"M 2.9 - 65km SSW of Kaktovik, Alaska",POINT Z (-144.0892 69.56319999999999 21.23),69.5632,-144.0892
99,nc73152906,0.88,"6km NW of The Geysers, CA",1552758111170,1552761302951,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152906,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152906.geojson,,,,,automatic,0,12,nc,73152906,",nc73152906,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",24.0,0.005208,0.03,50.0,md,earthquake,"M 0.9 - 6km NW of The Geysers, CA",POINT Z (-122.8061676 38.8191681 2.83),38.8191681,-122.8061676
100,nc73152901,0.85,"6km NNW of The Geysers, CA",1552757716080,1552760584885,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152901,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152901.geojson,,,,,automatic,0,11,nc,73152901,",nc73152901,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",13.0,0.01249,0.03,46.0,md,earthquake,"M 0.9 - 6km NNW of The Geysers, CA",POINT Z (-122.7941666 38.8221664 2.68),38.8221664,-122.7941666
101,nc73152896,1.65,"6km NW of The Geysers, CA",1552757682410,1552766282452,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73152896,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73152896.geojson,,,,,automatic,0,42,nc,73152896,",nc73152896,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",29.0,0.006352,0.04,49.0,md,earthquake,"M 1.7 - 6km NW of The Geysers, CA",POINT Z (-122.8028336 38.8204994 2.28),38.8204994,-122.8028336
